university,year,rank_display,link,country,city,region,type,research_output,student_faculty_ratio,international_students,size,faculty_count,GRE Waiver,GRE Score,IELTS,Toefl,GPA,Tuition and fees,Acceptance Ratio,UID,CID,RID,SID,TID,GRE_ID,RO_ID
Sheffield Hallam University,2022,1001-1200,https://www.topuniversities.com/universities/sheffield-hallam-university,United Kingdom,,Europe,Public,High,16.0,"3,201",L,"1,660",Not Applicable,Not Applicable,8.0,117,3.3000000000000007,40756,38.50000000000003,1001091,CU2,R2,S2,Type2,GRE2,RA_RO3
"Siberian Federal University, SibFU",2022,1001-1200,https://www.topuniversities.com/universities/siberian-federal-university-sibfu,Russia,Krasnoyarsk,Europe,Public,Very High,9.0,"1,193",M,"1,081",Not Applicable,Not Applicable,7.5,113,2.5,38215,47.20000000000004,1001092,CU18,R2,S1,Type2,GRE2,RA_RO1
Slovak University of Agriculture in Nitra,2022,1001-1200,https://www.topuniversities.com/universities/slovak-university-agriculture-nitra,Slovakia,,Europe,Public,Very High,13.0,163,M,430,Not Applicable,Not Applicable,8.0,90,2.8000000000000003,57277,8.800000000000004,1001093,CU68,R2,S1,Type2,GRE2,RA_RO1
Sookmyung Women's University ,2022,1001-1200,https://www.topuniversities.com/universities/sookmyung-womens-university,South Korea,Seoul,Asia,Private,High,12.0,137,M,921,Not Applicable,Not Applicable,6.5,98,2.7,46686,33.50000000000003,1001094,CU10,R3,S1,Type1,GRE2,RA_RO3
Suez Canal University,2022,1001-1200,https://www.topuniversities.com/universities/suez-canal-university,Egypt,,Africa,Public,Medium,12.0,493,XL,"3,365",Not Applicable,Not Applicable,6.0,94,3.2000000000000006,66571,20.300000000000015,1001095,CU57,R6,S4,Type2,GRE2,RA_RO4
Taibah University,2022,1001-1200,https://www.topuniversities.com/universities/taibah-university,Saudi Arabia,Medina,Asia,Public,Medium,23.0,"1,435",XL,"2,497",Not Applicable,Not Applicable,7.5,90,2.7,62983,44.80000000000004,1001096,CU26,R3,S4,Type2,GRE2,RA_RO4
Tallinn University ,2022,1001-1200,https://www.topuniversities.com/universities/tallinn-university,Estonia,Tallinn,Europe,Public,Very High,20.0,824,M,314,Not Applicable,Not Applicable,8.0,98,2.8000000000000003,64445,49.00000000000004,1001097,CU46,R2,S1,Type2,GRE2,RA_RO1
Technical University of Lublin,2022,1001-1200,https://www.topuniversities.com/universities/technical-university-lublin,Poland,Lublin,Europe,Public,Very High,,707,M,568,Not Applicable,Not Applicable,7.5,104,3.0000000000000004,34093,38.400000000000034,1001098,CU47,R2,S1,Type2,GRE2,RA_RO1
Telkom University,2022,1001-1200,https://www.topuniversities.com/universities/telkom-university,Indonesia,Bandung,Asia,Private,High,12.0,458,L,"1,794",Not Applicable,Not Applicable,6.0,103,3.1000000000000005,55480,42.30000000000003,1001099,CU42,R3,S2,Type1,GRE2,RA_RO3
Thapar Institute of Engineering & Technology,2022,1001-1200,https://www.topuniversities.com/universities/thapar-institute-engineering-technology,India,Patiala,Asia,Public,Very High,17.0,134,M,509,Not Applicable,Not Applicable,9.0,117,2.8000000000000003,61068,29.200000000000024,1001100,CU33,R3,S1,Type2,GRE2,RA_RO1
The Herzen State Pedagogical University of Russia,2022,1001-1200,https://www.topuniversities.com/universities/herzen-state-pedagogical-university-russia,Russia,,Europe,Public,High,11.0,"2,858",L,"1,347",Not Applicable,Not Applicable,9.0,115,2.9000000000000004,42674,22.80000000000002,1001101,CU18,R2,S2,Type2,GRE2,RA_RO3
The Josip Juraj Strossmayer University of Osijek,2022,1001-1200,https://www.topuniversities.com/universities/josip-juraj-strossmayer-university-osijek,Croatia,Osijek,Europe,Public,High,11.0,,L,"1,251",Not Applicable,Not Applicable,6.0,111,3.2000000000000006,50746,33.10000000000002,1001102,CU75,R2,S2,Type2,GRE2,RA_RO3
"The National Research University ""Belgorod State University""",2022,1001-1200,https://www.topuniversities.com/universities/national-research-university-belgorod-state-university,Russia,Belgorod,Europe,Public,Very High,12.0,"2,241",M,975,Not Applicable,Not Applicable,6.5,104,3.400000000000001,42878,26.800000000000022,1001103,CU18,R2,S1,Type2,GRE2,RA_RO1
The University of Lahore,2022,1001-1200,https://www.topuniversities.com/universities/university-lahore,Pakistan,Lahore,Asia,Private,High,14.0,644,XL,"2,224",Not Applicable,Not Applicable,6.5,113,2.6,62294,31.700000000000024,1001104,CU49,R3,S4,Type1,GRE2,RA_RO3
The University of Northampton,2022,1001-1200,https://www.topuniversities.com/universities/university-northampton,United Kingdom,Northampton,Europe,Public,High,17.0,"3,444",M,"1,048",Not Applicable,Not Applicable,8.5,114,3.400000000000001,33009,27.20000000000002,1001105,CU2,R2,S1,Type2,GRE2,RA_RO3
The University of Texas at Arlington,2022,1001-1200,https://www.topuniversities.com/universities/university-texas-arlington,United States,Arlington,North America,Public,Very High,22.0,"4,106",XL,"1,481",Optional,296,6.5,103,2.8000000000000003,46826,4.500000000000002,1001106,CU1,R1,S4,Type2,GRE1,RA_RO1
Tokai University,2022,1001-1200,https://www.topuniversities.com/universities/tokai-university,Japan,Hiratsuka City,Asia,Private,High,14.0,991,L,"2,079",Not Applicable,Not Applicable,9.0,94,3.0000000000000004,61574,35.90000000000003,1001107,CU7,R3,S2,Type1,GRE2,RA_RO3
Tomas Bata University in Zlin,2022,1001-1200,https://www.topuniversities.com/universities/tomas-bata-university-zlin,Czech Republic,Zlin,Europe,Public,Very High,14.0,810,M,475,Not Applicable,Not Applicable,8.5,103,3.1000000000000005,67968,42.80000000000003,1001108,CU43,R2,S1,Type2,GRE2,RA_RO1
Ton Duc Thang University,2022,1001-1200,https://www.topuniversities.com/universities/ton-duc-thang-university,Vietnam,Ho Chi Minh City,Asia,Private,Very High,18.0,378,L,"1,512",Not Applicable,Not Applicable,8.0,91,2.8000000000000003,55120,15.300000000000011,1001109,CU80,R3,S2,Type1,GRE2,RA_RO1
Universidad Andrés Bello,2022,1001-1200,https://www.topuniversities.com/universities/universidad-andres-bello,Chile,Santiago,Latin America,Private,Medium,19.0,708,XL,"2,323",Not Applicable,Not Applicable,8.5,111,2.5,61293,47.50000000000004,1001110,CU28,R5,S4,Type1,GRE2,RA_RO4
Universidad Austral de Chile,2022,1001-1200,https://www.topuniversities.com/universities/universidad-austral-de-chile,Chile,Valdivia,Latin America,Private,High,24.0,312,L,733,Not Applicable,Not Applicable,6.0,97,2.6,59144,47.00000000000004,1001111,CU28,R5,S2,Type1,GRE2,RA_RO3
Universidad Autónoma de Nuevo León,2022,1001-1200,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,Mexico,San Nicolás de los Garza,Latin America,Public,High,27.0,478,XL,"4,552",Not Applicable,Not Applicable,8.0,110,2.5,48356,48.30000000000004,1001112,CU25,R5,S4,Type2,GRE2,RA_RO3
Universidad Central del Ecuador,2022,1001-1200,https://www.topuniversities.com/universities/universidad-central-del-ecuador,Ecuador,Quito,Latin America,Public,Medium,15.0,,L,"2,045",Not Applicable,Not Applicable,9.0,115,2.7,42511,35.40000000000003,1001113,CU74,R5,S2,Type2,GRE2,RA_RO4
Universidad Industrial de Santander - UIS,2022,1001-1200,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis,Colombia,Bucaramanga,Latin America,Public,Medium,21.0,130,L,922,Not Applicable,Not Applicable,7.0,98,3.0000000000000004,62785,7.5000000000000036,1001114,CU39,R5,S2,Type2,GRE2,RA_RO4
Universidad Metropolitana,2022,1001-1200,https://www.topuniversities.com/universities/universidad-metropolitana,Venezuela,Caracas,Latin America,Private,Low,20.0,41,M,275,Not Applicable,Not Applicable,9.0,104,2.7,28530,22.700000000000017,1001115,CU70,R5,S1,Type1,GRE2,RA_RO5
Universidad Nacional Agraria la Molina,2022,1001-1200,https://www.topuniversities.com/universities/universidad-nacional-agraria-la-molina,Peru,Lima,Latin America,Public,High,13.0,179,M,608,Not Applicable,Not Applicable,7.5,103,2.6,49473,7.600000000000004,1001116,CU52,R5,S1,Type2,GRE2,RA_RO3
Universidad Nacional de Cuyo,2022,1001-1200,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo,Argentina,Mendoza,Latin America,Public,Medium,12.0,"3,781",XL,"3,064",Not Applicable,Not Applicable,6.5,102,2.8000000000000003,64161,20.800000000000015,1001117,CU16,R5,S4,Type2,GRE2,RA_RO4
Universidad Nacional de Mar del Plata,2022,1001-1200,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata,Argentina,Mar del Plata,Latin America,Public,High,21.0,,L,"1,001",Not Applicable,Not Applicable,7.0,90,3.400000000000001,25237,42.500000000000036,1001118,CU16,R5,S2,Type2,GRE2,RA_RO3
Universidad Nacional de Río Cuarto - UNRC,2022,1001-1200,https://www.topuniversities.com/universities/universidad-nacional-de-rio-cuarto-unrc,Argentina,Río Cuarto,Latin America,Public,Medium,10.0,,L,"1,706",Not Applicable,Not Applicable,8.0,90,3.3000000000000007,40577,6.100000000000003,1001119,CU16,R5,S2,Type2,GRE2,RA_RO4
Universidad Nacional de San Martín (UNSAM),2022,1001-1200,https://www.topuniversities.com/universities/universidad-nacional-de-san-martin-unsam,Argentina,Buenos Aires,Latin America,Public,High,17.0,806,L,987,Not Applicable,Not Applicable,7.5,94,3.400000000000001,54751,24.40000000000002,1001120,CU16,R5,S2,Type2,GRE2,RA_RO3
Universidad Nacional de la Asunción,2022,1001-1200,https://www.topuniversities.com/universities/universidad-nacional-de-la-asuncion,Paraguay,San Lorenzo,Latin America,Public,Low,12.0,531,XL,"4,304",Not Applicable,Not Applicable,7.5,101,3.0000000000000004,29537,34.800000000000026,1001121,CU86,R5,S4,Type2,GRE2,RA_RO5
Universidad Nacional Costa Rica,2022,1001-1200,https://www.topuniversities.com/universities/universidad-nacional-costa-rica,Costa Rica,Heredia,Latin America,Public,Medium,14.0,418,L,"1,119",Not Applicable,Not Applicable,8.0,93,3.3000000000000007,25971,13.30000000000001,1001122,CU62,R5,S2,Type2,GRE2,RA_RO4
Universidad Peruana de Ciencias Aplicadas,2022,1001-1200,https://www.topuniversities.com/universities/universidad-peruana-de-ciencias-aplicadas,Peru,Monterrico,Latin America,Private,Medium,22.0,975,XL,"2,077",Not Applicable,Not Applicable,6.0,117,2.9000000000000004,56880,31.700000000000024,1001123,CU52,R5,S4,Type1,GRE2,RA_RO4
Universidad Rey Juan Carlos,2022,1001-1200,https://www.topuniversities.com/universities/universidad-rey-juan-carlos,Spain,Alcorcón,Europe,Public,High,20.0,"2,999",XL,"2,150",Not Applicable,Not Applicable,8.5,111,2.7,46188,21.500000000000018,1001124,CU31,R2,S4,Type2,GRE2,RA_RO3
"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",2022,1001-1200,https://www.topuniversities.com/universities/universidad-tecnologica-de-la-habana-jose-antonio-echeverria-cujae,Cuba,Havana,Latin America,Public,Low,12.0,494,M,819,Not Applicable,Not Applicable,9.0,108,2.6,47908,26.40000000000002,1001125,CU59,R5,S1,Type2,GRE2,RA_RO5
Universidad de Castilla-La Mancha,2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha,Spain,Ciudad Real,Europe,Public,High,13.0,"1,005",L,"1,798",Not Applicable,Not Applicable,8.5,94,2.8000000000000003,26123,25.80000000000002,1001126,CU31,R2,S2,Type2,GRE2,RA_RO3
Universidad de Córdoba - Colombia,2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-cordoba-colombia,Colombia,Montería,Latin America,Public,Medium,26.0,,L,614,Not Applicable,Not Applicable,6.5,96,3.2000000000000006,51522,46.30000000000004,1001127,CU39,R5,S2,Type2,GRE2,RA_RO4
Universidad de La Frontera (UFRO),2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-la-frontera-ufro,Chile,Temuco,Latin America,Public,Very High,27.0,70,M,420,Not Applicable,Not Applicable,8.5,111,3.1000000000000005,43442,29.100000000000023,1001128,CU28,R5,S1,Type2,GRE2,RA_RO1
Universidad de Lima,2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-lima,Peru,Lima,Latin America,Private,Medium,23.0,264,L,603,Not Applicable,Not Applicable,6.5,107,2.6,31674,14.900000000000011,1001129,CU52,R5,S2,Type1,GRE2,RA_RO4
Universidad de Monterrey (UDEM),2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-monterrey-udem,Mexico,San Pedro Garza García,Latin America,Private,High,15.0,136,M,613,Not Applicable,Not Applicable,9.0,92,2.7,64927,23.000000000000018,1001130,CU25,R5,S1,Type1,GRE2,RA_RO3
Universidad de Puerto Rico,2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-puerto-rico,Puerto Rico,San Juan,Latin America,Public,High,18.0,448,XL,"2,688",Not Applicable,Not Applicable,6.0,109,2.9000000000000004,66636,5.3000000000000025,1001131,CU87,R5,S4,Type2,GRE2,RA_RO3
Universidad de Talca,2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-talca,Chile,Talca,Latin America,Public,Very High,18.0,80,M,613,Not Applicable,Not Applicable,8.0,93,3.400000000000001,44640,43.500000000000036,1001132,CU28,R5,S1,Type2,GRE2,RA_RO1
Universidad de Valparaíso (UV),2022,1001-1200,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv,Chile,Valparaíso,Latin America,Public,Medium,16.0,158,L,"1,014",Not Applicable,Not Applicable,8.0,92,2.9000000000000004,29490,26.00000000000002,1001133,CU28,R5,S2,Type2,GRE2,RA_RO4
Universidad del Desarrollo (UDD),2022,1001-1200,https://www.topuniversities.com/universities/universidad-del-desarrollo-udd,Chile,Santiago,Latin America,Private,Medium,15.0,253,L,"1,041",Not Applicable,Not Applicable,9.0,112,2.6,36851,7.700000000000005,1001134,CU28,R5,S2,Type1,GRE2,RA_RO4
Universidad del Norte ,2022,1001-1200,https://www.topuniversities.com/universities/universidad-del-norte,Colombia,Barranquilla,Latin America,Private,Medium,15.0,80,L,846,Not Applicable,Not Applicable,7.5,112,3.2000000000000006,63577,29.300000000000022,1001135,CU39,R5,S2,Type1,GRE2,RA_RO4
Universidad del Pacífico,2022,1001-1200,https://www.topuniversities.com/universities/universidad-del-pacifico,Peru,Jesús María,Latin America,Private,Low,23.0,26,S,210,Not Applicable,Not Applicable,8.0,100,2.7,56397,32.60000000000002,1001136,CU52,R5,S3,Type1,GRE2,RA_RO5
Universidade Federal Fluminense ,2022,1001-1200,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,Public,High,18.0,799,XL,"3,203",Not Applicable,Not Applicable,9.0,112,3.400000000000001,67375,36.60000000000003,1001137,CU27,R5,S4,Type2,GRE2,RA_RO3
Universidade Federal da Bahia,2022,1001-1200,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,Public,High,16.0,438,XL,"2,629",Not Applicable,Not Applicable,6.0,97,3.400000000000001,61422,11.800000000000008,1001138,CU27,R5,S4,Type2,GRE2,RA_RO3
Universidade Federal de Juiz de Fora- (UFJF),2022,1001-1200,https://www.topuniversities.com/universities/universidade-federal-de-juiz-de-fora-ufjf,Brazil,Juiz de For a,Latin America,Public,High,10.0,,L,"1,566",Not Applicable,Not Applicable,6.5,110,2.8000000000000003,41797,10.000000000000007,1001139,CU27,R5,S2,Type2,GRE2,RA_RO3
Universidade Federal de Pelotas ,2022,1001-1200,https://www.topuniversities.com/universities/universidade-federal-de-pelotas,Brazil,Pelotas,Latin America,Public,Very High,11.0,,L,"1,351",Not Applicable,Not Applicable,7.5,98,3.1000000000000005,54796,46.60000000000004,1001140,CU27,R5,S2,Type2,GRE2,RA_RO1
Universidade Federal de Viçosa (UFV),2022,1001-1200,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv,Brazil,Viçosa,Latin America,Public,High,14.0,289,L,"1,249",Not Applicable,Not Applicable,7.0,99,3.1000000000000005,49040,47.80000000000004,1001141,CU27,R5,S2,Type2,GRE2,RA_RO3
Universidade Federal do Ceará (UFC),2022,1001-1200,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,Brazil,Fortaleza,Latin America,Public,High,16.0,310,XL,"2,098",Not Applicable,Not Applicable,7.0,112,3.3000000000000007,53020,37.10000000000003,1001142,CU27,R5,S4,Type2,GRE2,RA_RO3
Universidade de Vigo,2022,1001-1200,https://www.topuniversities.com/universities/universidade-de-vigo,Spain,,Europe,Public,Very High,16.0,764,L,"1,242",Not Applicable,Not Applicable,9.0,94,3.2000000000000006,39067,31.400000000000027,1001143,CU31,R2,S2,Type2,GRE2,RA_RO1
Universidade do Estado do Rio de Janeiro (UERJ),2022,1001-1200,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,Brazil,Rio de Janeiro,Latin America,Public,High,13.0,140,XL,"2,558",Not Applicable,Not Applicable,7.0,102,3.2000000000000006,45829,41.10000000000004,1001144,CU27,R5,S4,Type2,GRE2,RA_RO3
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",2022,1001-1200,https://www.topuniversities.com/universities/universita-degli-studi-g-dannunzio-chieti-pescara,Italy,Chieti,Europe,Public,Very High,25.0,588,L,717,Not Applicable,Not Applicable,7.0,100,2.6,65221,36.00000000000003,1001145,CU29,R2,S2,Type2,GRE2,RA_RO1
Universitas Brawijaya ,2022,1001-1200,https://www.topuniversities.com/universities/universitas-brawijaya,Indonesia,Malang ,Asia,Public,High,16.0,633,XL,"3,211",Not Applicable,Not Applicable,9.0,117,2.8000000000000003,66932,43.60000000000004,1001146,CU42,R3,S4,Type2,GRE2,RA_RO3
Universitas Hasanuddin,2022,1001-1200,https://www.topuniversities.com/universities/universitas-hasanuddin,Indonesia,Makassar,Asia,Public,Medium,15.0,423,XL,"2,041",Not Applicable,Not Applicable,6.5,91,2.5,53250,8.600000000000005,1001147,CU42,R3,S4,Type2,GRE2,RA_RO4
Universitatea de Vest din Timisoara /  West University of Timisoara,2022,1001-1200,https://www.topuniversities.com/universities/universitatea-de-vest-din-timisoara-west-university-timisoara,Romania,Timișoara,Europe,Public,High,21.0,799,L,707,Not Applicable,Not Applicable,6.0,106,3.400000000000001,69637,43.60000000000004,1001148,CU84,R2,S2,Type2,GRE2,RA_RO3
Universiti Malaysia Sabah (UMS),2022,1001-1200,https://www.topuniversities.com/universities/universiti-malaysia-sabah-ums,Malaysia,Kota Kinabalu,Asia,Public,Medium,19.0,705,L,913,Not Applicable,Not Applicable,7.0,107,2.5,44399,45.000000000000036,1001149,CU14,R3,S2,Type2,GRE2,RA_RO4
Universiti Malaysia Sarawak (UNIMAS),2022,1001-1200,https://www.topuniversities.com/universities/universiti-malaysia-sarawak-unimas,Malaysia,Kuching,Asia,Public,Medium,15.0,885,L,894,Not Applicable,Not Applicable,8.5,113,3.0000000000000004,55128,36.10000000000003,1001150,CU14,R3,S2,Type2,GRE2,RA_RO4
Universiti Malaysia Terengganu (UMT),2022,1001-1200,https://www.topuniversities.com/universities/universiti-malaysia-terengganu-umt,Malaysia,Kuala Terengganu,Asia,Public,Very High,13.0,476,M,652,Not Applicable,Not Applicable,6.5,101,2.9000000000000004,41256,18.800000000000015,1001151,CU14,R3,S1,Type2,GRE2,RA_RO1
